Event_ID,Date,Route,Incident_Type,Severity,Vessel_Type_Affected,Flag_State,Estimated_Delay_Hours,Cargo_Volume_Impacted_KT,Lat,Lon,Reroute_Required,Conflict_Phase
EVT-00165,2025-01-24,Persian Gulf – Bay of Bengal,Coalition Naval Escort Delay,Minor,Container Ship,Marshall Islands,2.1,35.0,29.0913,62.1694,False,Regional Spread
EVT-00166,2025-01-25,Strait of Hormuz,Piracy / Armed Boarding,Minor,Suezmax,Greece,13.6,113.0,26.1458,56.4479,False,Regional Spread
EVT-00167,2025-01-25,Strait of Malacca,IRGC Fast-Boat Harassment,Moderate,Suezmax,China,16.2,156.0,2.4708,102.5249,True,Regional Spread
EVT-00168,2025-01-26,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Minor,LNG Carrier,Hong Kong,0.5,33.0,13.5179,43.0779,False,Regional Spread
EVT-00169,2025-01-28,Suez Canal,Naval Mine Detonation,Critical,LPG Carrier,Japan,2.5,1276.0,31.1568,31.3155,True,Regional Spread
EVT-00170,2025-01-29,Strait of Hormuz,GPS Spoofing / Jamming Incident,Minor,Aframax,Greece,5.6,23.0,27.1128,57.1105,False,Regional Spread
EVT-00171,2025-01-30,Strait of Hormuz,Naval Mine Detonation,Moderate,Bulk Carrier,Liberia,42.6,48.0,27.3281,55.5305,True,Regional Spread
EVT-00172,2025-01-30,Strait of Hormuz,Naval Mine Detonation,Moderate,Product Tanker,Hong Kong,30.8,64.0,27.2842,56.44,True,Regional Spread
EVT-00173,2025-01-31,Suez Canal,Piracy / Armed Boarding,Critical,VLCC,Greece,548.8,793.0,30.7468,32.4383,True,Regional Spread
EVT-00174,2025-01-31,Suez Canal,Unexploded Ordnance Discovery,Minor,Container Ship,Greece,5.8,72.0,30.9215,32.0164,False,Regional Spread
EVT-00175,2025-02-01,Persian Gulf – East China Sea,Insurance No-Go Zone Declaration,Critical,Bulk Carrier,Hong Kong,145.5,3498.0,20.4794,119.8197,True,Regional Spread
EVT-00176,2025-02-01,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Severe,Bulk Carrier,Hong Kong,34.9,107.0,12.8396,43.6958,True,Regional Spread
EVT-00177,2025-02-01,Persian Gulf – Bay of Bengal,Drone Strike Near Vessel,Severe,VLCC,Singapore,127.6,61.0,26.196,116.1505,True,Regional Spread
EVT-00178,2025-02-01,Strait of Hormuz,Oil Spill from Damaged Tanker,Severe,Product Tanker,Singapore,60.0,166.0,26.7759,55.9268,True,Regional Spread
EVT-00179,2025-02-02,Persian Gulf – Bay of Bengal,Naval Mine Detonation,Severe,Suezmax,Singapore,54.7,98.0,19.8592,49.379,True,Regional Spread
EVT-00180,2025-02-03,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Moderate,Product Tanker,Singapore,16.1,357.0,12.5485,43.218,False,Regional Spread
EVT-00181,2025-02-03,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Moderate,LPG Carrier,Malta,2.8,209.0,12.7667,42.8897,False,Regional Spread
EVT-00182,2025-02-04,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Minor,VLCC,China,1.9,27.0,13.4971,44.0677,False,Regional Spread
EVT-00183,2025-02-05,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Severe,Aframax,Greece,41.3,353.0,13.0261,43.4871,True,Regional Spread
EVT-00184,2025-02-06,Arabian Sea – South China Sea,Cyber-Attack on Port Systems,Moderate,VLCC,China,53.2,163.0,22.4653,53.8719,False,Regional Spread
EVT-00185,2025-02-06,Strait of Hormuz,IRGC Fast-Boat Harassment,Moderate,LPG Carrier,Bahamas,13.4,277.0,26.0095,56.1672,False,Regional Spread
EVT-00186,2025-02-06,Strait of Malacca,GPS Spoofing / Jamming Incident,Severe,LPG Carrier,China,94.7,813.0,2.1002,101.0536,True,Regional Spread
EVT-00187,2025-02-07,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Severe,Product Tanker,Japan,324.5,1951.0,13.4951,43.8764,True,Regional Spread
EVT-00188,2025-02-07,Strait of Hormuz,Piracy / Armed Boarding,Moderate,Product Tanker,China,17.5,117.0,25.8583,57.0319,False,Regional Spread
EVT-00189,2025-02-07,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Critical,Product Tanker,Malta,81.5,1010.0,11.9205,44.1837,True,Regional Spread
EVT-00190,2025-02-07,Persian Gulf – Bay of Bengal,Missile Attack on Tanker,Severe,Suezmax,Singapore,9.2,114.0,9.57,53.8917,True,Regional Spread
EVT-00191,2025-02-07,Strait of Hormuz,Piracy / Armed Boarding,Moderate,Bulk Carrier,Marshall Islands,1.3,79.0,26.949,56.095,False,Regional Spread
EVT-00192,2025-02-08,Strait of Hormuz,Drone Strike Near Vessel,Minor,Suezmax,Liberia,4.4,2.0,26.5145,55.9597,False,Regional Spread
EVT-00193,2025-02-08,Strait of Hormuz,Cyber-Attack on Port Systems,Moderate,Suezmax,Bahamas,10.5,339.0,26.2956,56.7137,False,Regional Spread
EVT-00194,2025-02-08,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Minor,Suezmax,Malta,5.6,7.0,12.0659,43.8116,False,Regional Spread
EVT-00195,2025-02-08,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Moderate,Suezmax,Singapore,18.0,45.0,12.2106,44.1931,False,Regional Spread
EVT-00196,2025-02-08,Suez Canal,Maritime Corridor Suspension,Moderate,Aframax,Liberia,31.4,306.0,29.7763,32.5968,True,Regional Spread
EVT-00197,2025-02-08,Strait of Hormuz,Unexploded Ordnance Discovery,Moderate,Suezmax,Japan,12.8,861.0,26.1506,55.5851,False,Regional Spread
EVT-00198,2025-02-09,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Critical,VLCC,Greece,263.1,1123.0,12.9039,42.8864,True,Regional Spread
EVT-00199,2025-02-11,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Critical,Bulk Carrier,Panama,35.8,602.0,13.0677,43.3534,True,Regional Spread
EVT-00200,2025-02-11,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Moderate,VLCC,Bahamas,38.4,44.0,12.7216,43.6814,True,Regional Spread
EVT-00201,2025-02-12,Suez Canal,Port Closure (Military),Minor,LNG Carrier,Bahamas,1.2,37.0,29.5188,32.5615,True,Regional Spread
EVT-00202,2025-02-12,Aden Gulf – Indian Ocean,Naval Mine Detonation,Minor,LPG Carrier,Hong Kong,11.0,115.0,33.3686,50.333,False,Regional Spread
EVT-00203,2025-02-13,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Minor,Container Ship,Liberia,8.8,89.0,12.8798,43.4988,False,Regional Spread
EVT-00204,2025-02-13,Suez Canal,Maritime Corridor Suspension,Moderate,LPG Carrier,Malta,49.7,19.0,31.2497,33.106,False,Regional Spread
EVT-00205,2025-02-13,Suez Canal,Military Blockade Enforcement,Moderate,Aframax,Japan,56.1,9.0,29.7573,31.7381,False,Regional Spread
EVT-00206,2025-02-14,Strait of Hormuz,Port Closure (Military),Moderate,Bulk Carrier,Hong Kong,101.9,48.0,26.6519,56.6438,False,Regional Spread
EVT-00207,2025-02-14,Persian Gulf – East China Sea,Oil Spill from Damaged Tanker,Minor,Bulk Carrier,Marshall Islands,1.0,17.0,17.7329,105.9697,False,Regional Spread
EVT-00208,2025-02-14,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Critical,Suezmax,China,47.9,4628.0,12.6194,43.3453,True,Regional Spread
EVT-00209,2025-02-16,Strait of Hormuz,Maritime Corridor Suspension,Critical,Container Ship,Malta,82.4,137.0,26.2998,56.8686,True,Regional Spread
EVT-00210,2025-02-17,Cape of Good Hope (reroute),Drone Strike Near Vessel,Critical,Container Ship,Bahamas,72.1,1855.0,-33.9287,18.8752,True,Regional Spread
EVT-00211,2025-02-17,Suez Canal,Maritime Corridor Suspension,Moderate,Product Tanker,Liberia,3.8,132.0,30.9855,32.6254,False,Regional Spread
EVT-00212,2025-02-19,Persian Gulf – Bay of Bengal,Coalition Naval Escort Delay,Critical,Bulk Carrier,China,990.0,6524.0,31.0568,116.9946,True,Regional Spread
EVT-00213,2025-02-19,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Moderate,Container Ship,Bahamas,19.1,105.0,12.6967,43.9593,False,Regional Spread
EVT-00214,2025-02-22,Cape of Good Hope (reroute),Missile Attack on Tanker,Severe,Container Ship,Bahamas,2.2,222.0,-34.9845,19.141,True,Regional Spread
EVT-00215,2025-02-22,Bab el-Mandeb / Red Sea,Unexploded Ordnance Discovery,Moderate,LPG Carrier,Japan,2.9,165.0,12.4606,43.8204,False,Regional Spread
EVT-00216,2025-02-23,Cape of Good Hope (reroute),IRGC Fast-Boat Harassment,Minor,Product Tanker,Hong Kong,8.8,46.0,-34.1947,17.8519,False,Regional Spread
EVT-00217,2025-02-24,Persian Gulf – Sea of Japan,Houthi Anti-Ship Missile,Critical,VLCC,Singapore,30.6,157.0,23.8005,95.0148,True,Regional Spread
EVT-00218,2025-02-24,Strait of Hormuz,Naval Mine Detonation,Minor,VLCC,Malta,1.2,41.0,27.4373,57.2991,False,Regional Spread
EVT-00219,2025-02-25,Aden Gulf – Indian Ocean,Drone Strike Near Vessel,Moderate,VLCC,Hong Kong,1.1,342.0,23.1817,46.1442,True,Regional Spread
EVT-00220,2025-02-26,Persian Gulf – Bay of Bengal,Oil Spill from Damaged Tanker,Minor,Suezmax,Liberia,2.1,44.0,29.2972,105.5274,False,Regional Spread
EVT-00221,2025-02-26,Strait of Hormuz,Oil Spill from Damaged Tanker,Moderate,Product Tanker,Panama,12.3,441.0,27.4391,57.2108,True,Regional Spread
EVT-00222,2025-02-26,Aden Gulf – Indian Ocean,Missile Attack on Tanker,Moderate,LPG Carrier,Bahamas,1.8,91.0,26.6476,112.0617,False,Regional Spread
EVT-00223,2025-02-26,Suez Canal,Insurance No-Go Zone Declaration,Severe,LNG Carrier,Panama,104.5,587.0,31.2339,31.7073,True,Regional Spread
EVT-00224,2025-02-27,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Minor,Aframax,China,17.2,30.0,13.5584,42.3022,False,Regional Spread
EVT-00225,2025-02-27,Strait of Hormuz,Maritime Corridor Suspension,Moderate,Product Tanker,Greece,1.7,270.0,27.1088,55.55,False,Regional Spread
EVT-00226,2025-02-28,Suez Canal,Houthi Anti-Ship Missile,Severe,Suezmax,Marshall Islands,5.8,713.0,29.9716,31.3042,True,Regional Spread
EVT-00227,2025-03-01,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Minor,Bulk Carrier,Japan,0.8,82.0,13.5566,43.3741,False,Regional Spread
EVT-00228,2025-03-03,Strait of Hormuz,Coalition Naval Escort Delay,Minor,LPG Carrier,Panama,1.8,5.0,26.7375,55.7596,False,Regional Spread
EVT-00229,2025-03-04,Strait of Hormuz,IRGC Fast-Boat Harassment,Moderate,Product Tanker,Liberia,20.0,270.0,26.9006,56.8869,False,Regional Spread
EVT-00230,2025-03-04,Strait of Hormuz,Drone Strike Near Vessel,Moderate,LPG Carrier,Japan,43.2,32.0,25.501,56.1215,False,Regional Spread
EVT-00231,2025-03-04,Bab el-Mandeb / Red Sea,Port Closure (Military),Minor,Suezmax,Japan,4.3,88.0,12.6831,43.4153,True,Regional Spread
EVT-00232,2025-03-05,Strait of Hormuz,Coalition Naval Escort Delay,Moderate,Aframax,Marshall Islands,15.4,597.0,27.4745,56.8484,True,Regional Spread
EVT-00233,2025-03-06,Suez Canal,Piracy / Armed Boarding,Severe,LPG Carrier,China,13.3,1509.0,30.8991,32.4921,True,Regional Spread
EVT-00234,2025-03-07,Suez Canal,Military Blockade Enforcement,Moderate,Aframax,Malta,21.7,51.0,30.4081,32.0654,False,Regional Spread
EVT-00235,2025-03-08,Persian Gulf – Bay of Bengal,Maritime Corridor Suspension,Moderate,LPG Carrier,Japan,20.8,128.0,25.5984,102.4971,True,Regional Spread
EVT-00236,2025-03-08,Suez Canal,Military Blockade Enforcement,Severe,LPG Carrier,Greece,93.7,11.0,29.7742,33.0815,True,Regional Spread
EVT-00237,2025-03-09,Suez Canal,Houthi Anti-Ship Missile,Minor,Aframax,Hong Kong,4.6,121.0,29.6143,31.3327,False,Regional Spread
EVT-00238,2025-03-09,Persian Gulf – Bay of Bengal,Oil Spill from Damaged Tanker,Critical,Suezmax,Singapore,244.0,696.0,12.2583,41.7416,True,Regional Spread
EVT-00239,2025-03-10,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Minor,Product Tanker,Liberia,0.9,0.0,12.4315,42.6138,False,Regional Spread
EVT-00240,2025-03-10,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Minor,VLCC,Liberia,2.3,67.0,13.3769,42.5373,False,Regional Spread
EVT-00241,2025-03-11,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Severe,LNG Carrier,Japan,83.3,435.0,11.981,43.1978,True,Regional Spread
EVT-00242,2025-03-11,Strait of Hormuz,Military Blockade Enforcement,Critical,VLCC,Malta,285.1,1572.0,27.0812,56.0941,True,Regional Spread
EVT-00243,2025-03-11,Strait of Hormuz,Port Closure (Military),Moderate,Product Tanker,Malta,26.0,274.0,26.8803,56.6066,False,Regional Spread
EVT-00244,2025-03-11,Suez Canal,Unexploded Ordnance Discovery,Minor,Bulk Carrier,Greece,1.8,43.0,29.956,31.6583,False,Regional Spread
EVT-00245,2025-03-12,Strait of Hormuz,Unexploded Ordnance Discovery,Severe,Container Ship,Singapore,58.5,640.0,26.0589,55.3822,True,Regional Spread
EVT-00246,2025-03-12,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Minor,Container Ship,Bahamas,2.6,7.0,13.7863,42.4514,False,Regional Spread
EVT-00247,2025-03-12,Cape of Good Hope (reroute),GPS Spoofing / Jamming Incident,Moderate,VLCC,Bahamas,45.2,341.0,-34.7535,18.8831,False,Regional Spread
EVT-00248,2025-03-12,Strait of Malacca,Missile Attack on Tanker,Moderate,Bulk Carrier,Marshall Islands,7.8,402.0,1.5337,101.0446,False,Regional Spread
EVT-00249,2025-03-13,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Minor,Container Ship,Liberia,1.8,79.0,12.5749,43.4533,False,Regional Spread
EVT-00250,2025-03-14,Strait of Hormuz,Military Blockade Enforcement,Minor,LPG Carrier,Singapore,0.2,1.0,27.1726,56.9978,False,Regional Spread
EVT-00251,2025-03-15,Strait of Malacca,Oil Spill from Damaged Tanker,Minor,Bulk Carrier,Malta,16.1,30.0,2.3553,102.1637,True,Regional Spread
EVT-00252,2025-03-15,Persian Gulf – Bay of Bengal,Naval Mine Detonation,Critical,LNG Carrier,China,18.0,1848.0,28.5895,119.2122,True,Regional Spread
EVT-00253,2025-03-15,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Moderate,LPG Carrier,Bahamas,28.3,72.0,12.825,43.1306,False,Regional Spread
EVT-00254,2025-03-16,Suez Canal,Piracy / Armed Boarding,Minor,Product Tanker,Malta,6.4,38.0,30.4521,31.9822,False,Regional Spread
EVT-00255,2025-03-16,Suez Canal,Maritime Corridor Suspension,Severe,Bulk Carrier,Hong Kong,1.4,835.0,30.7925,31.81,True,Regional Spread
EVT-00256,2025-03-16,Cape of Good Hope (reroute),Military Blockade Enforcement,Critical,Container Ship,Japan,308.8,3984.0,-35.2277,17.8292,True,Regional Spread
EVT-00257,2025-03-18,Strait of Hormuz,Houthi Anti-Ship Missile,Minor,Aframax,Liberia,4.7,23.0,26.7209,55.5096,False,Regional Spread
EVT-00258,2025-03-18,Strait of Hormuz,GPS Spoofing / Jamming Incident,Severe,LPG Carrier,China,113.3,726.0,26.6611,56.736,True,Regional Spread
EVT-00259,2025-03-18,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Severe,LPG Carrier,Hong Kong,285.8,149.0,11.9258,43.9471,True,Regional Spread
EVT-00260,2025-03-19,Strait of Malacca,Houthi Anti-Ship Missile,Moderate,Bulk Carrier,Malta,18.2,375.0,3.1534,102.447,False,Regional Spread
EVT-00261,2025-03-19,Strait of Hormuz,Port Closure (Military),Moderate,Product Tanker,Malta,46.6,100.0,25.6744,55.5706,False,Regional Spread
EVT-00262,2025-03-19,Strait of Hormuz,Drone Strike Near Vessel,Severe,VLCC,Japan,2.1,526.0,27.1415,56.4868,True,Regional Spread
EVT-00263,2025-03-20,Persian Gulf – Bay of Bengal,IRGC Fast-Boat Harassment,Minor,Container Ship,Singapore,0.4,65.0,27.1466,99.6484,False,Regional Spread
EVT-00264,2025-03-20,Strait of Malacca,Houthi Anti-Ship Missile,Minor,Aframax,China,0.6,3.0,3.0302,101.2379,False,Regional Spread
EVT-00265,2025-03-21,Cape of Good Hope (reroute),Port Closure (Military),Minor,Suezmax,Japan,15.6,95.0,-33.5851,18.6739,True,Regional Spread
EVT-00266,2025-03-21,Persian Gulf – East China Sea,Naval Mine Detonation,Moderate,Product Tanker,Liberia,10.8,252.0,17.8633,106.4354,False,Regional Spread
EVT-00267,2025-03-22,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Moderate,VLCC,Liberia,51.1,323.0,12.3294,43.1717,True,Regional Spread
EVT-00268,2025-03-22,Strait of Hormuz,Cyber-Attack on Port Systems,Severe,Container Ship,Marshall Islands,34.3,961.0,25.595,56.6463,True,Regional Spread
EVT-00269,2025-03-23,Strait of Hormuz,Coalition Naval Escort Delay,Moderate,VLCC,China,13.9,37.0,26.9528,56.1621,False,Regional Spread
EVT-00270,2025-03-25,Bab el-Mandeb / Red Sea,Coalition Naval Escort Delay,Minor,Aframax,Greece,1.1,12.0,12.1019,44.1178,False,Regional Spread
EVT-00271,2025-03-25,Strait of Hormuz,Missile Attack on Tanker,Moderate,LNG Carrier,Panama,60.1,216.0,26.8089,55.6378,False,Regional Spread
EVT-00272,2025-03-26,Arabian Sea – South China Sea,Oil Spill from Damaged Tanker,Moderate,Suezmax,Bahamas,14.3,201.0,33.4077,75.4632,False,Regional Spread
EVT-00273,2025-03-27,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Minor,LPG Carrier,Bahamas,8.2,92.0,12.8242,44.1153,False,Regional Spread
EVT-00274,2025-03-27,Strait of Hormuz,Missile Attack on Tanker,Minor,LNG Carrier,Japan,2.5,8.0,26.6319,55.4631,False,Regional Spread
EVT-00275,2025-03-27,Strait of Hormuz,Missile Attack on Tanker,Severe,LNG Carrier,Panama,17.5,305.0,27.384,56.4688,True,Regional Spread
EVT-00276,2025-03-27,Persian Gulf – Sea of Japan,Piracy / Armed Boarding,Moderate,LNG Carrier,Greece,25.7,355.0,20.9923,70.5681,False,Regional Spread
EVT-00277,2025-03-28,Persian Gulf – Bay of Bengal,IRGC Fast-Boat Harassment,Moderate,Container Ship,Marshall Islands,4.5,155.0,30.4416,65.8358,False,Regional Spread
EVT-00278,2025-03-28,Strait of Hormuz,GPS Spoofing / Jamming Incident,Minor,Aframax,Bahamas,4.8,91.0,26.9409,56.5871,False,Regional Spread
EVT-00279,2025-03-28,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Minor,Bulk Carrier,Greece,0.9,84.0,12.3593,43.0692,True,Regional Spread
EVT-00280,2025-03-28,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Moderate,Aframax,China,22.8,108.0,12.9543,43.7114,False,Regional Spread
EVT-00281,2025-03-29,Strait of Hormuz,Port Closure (Military),Moderate,Suezmax,Singapore,1.2,87.0,26.5858,55.9932,True,Regional Spread
EVT-00282,2025-03-29,Strait of Hormuz,Insurance No-Go Zone Declaration,Minor,Suezmax,Japan,4.3,228.0,26.1847,56.0458,False,Regional Spread
EVT-00283,2025-03-30,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Severe,Suezmax,Hong Kong,67.2,16.0,12.7582,42.3358,True,Regional Spread
EVT-00284,2025-03-30,Arabian Sea – South China Sea,Cyber-Attack on Port Systems,Critical,Product Tanker,Greece,112.3,92.0,23.5479,71.5125,True,Regional Spread
EVT-00285,2025-04-01,Persian Gulf – East China Sea,Port Closure (Military),Moderate,Container Ship,Panama,11.2,59.0,10.2706,68.3555,False,Maritime Blockade Threats
EVT-00286,2025-04-01,Aden Gulf – Indian Ocean,IRGC Fast-Boat Harassment,Minor,Suezmax,Bahamas,17.9,33.0,14.9221,93.9686,False,Maritime Blockade Threats
EVT-00287,2025-04-01,Cape of Good Hope (reroute),GPS Spoofing / Jamming Incident,Moderate,Container Ship,China,18.6,59.0,-33.8022,17.7251,False,Maritime Blockade Threats
EVT-00288,2025-04-02,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Severe,LPG Carrier,Liberia,2.3,40.0,12.9046,42.7172,True,Maritime Blockade Threats
EVT-00289,2025-04-02,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Critical,Aframax,Bahamas,110.5,206.0,13.6833,43.6202,True,Maritime Blockade Threats
EVT-00290,2025-04-02,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Severe,Product Tanker,Bahamas,212.3,528.0,13.0739,43.6257,True,Maritime Blockade Threats
EVT-00291,2025-04-03,Persian Gulf – East China Sea,Naval Mine Detonation,Moderate,VLCC,China,15.3,56.0,24.051,75.5004,False,Maritime Blockade Threats
EVT-00292,2025-04-04,Strait of Hormuz,GPS Spoofing / Jamming Incident,Moderate,Aframax,Hong Kong,46.1,15.0,26.014,56.2058,True,Maritime Blockade Threats
EVT-00293,2025-04-04,Strait of Hormuz,Naval Mine Detonation,Severe,Product Tanker,Marshall Islands,22.8,193.0,27.3907,55.425,True,Maritime Blockade Threats
EVT-00294,2025-04-04,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Critical,VLCC,China,314.9,207.0,11.9333,43.1808,True,Maritime Blockade Threats
EVT-00295,2025-04-06,Suez Canal,Piracy / Armed Boarding,Moderate,VLCC,Liberia,2.1,30.0,31.1732,31.3894,False,Maritime Blockade Threats
EVT-00296,2025-04-07,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Severe,VLCC,Hong Kong,28.8,308.0,11.912,43.0217,True,Maritime Blockade Threats
EVT-00297,2025-04-07,Strait of Hormuz,GPS Spoofing / Jamming Incident,Minor,VLCC,Liberia,6.5,2.0,25.8805,55.5464,False,Maritime Blockade Threats
EVT-00298,2025-04-07,Cape of Good Hope (reroute),Unexploded Ordnance Discovery,Minor,Aframax,Bahamas,4.5,56.0,-35.3911,19.166,False,Maritime Blockade Threats
EVT-00299,2025-04-08,Persian Gulf – Bay of Bengal,Military Blockade Enforcement,Moderate,Bulk Carrier,Japan,11.3,63.0,19.0579,87.2094,False,Maritime Blockade Threats
EVT-00300,2025-04-08,Persian Gulf – East China Sea,Piracy / Armed Boarding,Critical,VLCC,Japan,134.8,1583.0,28.7412,43.2544,True,Maritime Blockade Threats
EVT-00301,2025-04-08,Strait of Hormuz,Maritime Corridor Suspension,Severe,Product Tanker,Liberia,60.0,555.0,25.9629,56.9491,True,Maritime Blockade Threats
EVT-00302,2025-04-08,Strait of Hormuz,IRGC Fast-Boat Harassment,Minor,Product Tanker,Panama,6.8,54.0,26.8232,57.0973,False,Maritime Blockade Threats
EVT-00303,2025-04-09,Strait of Hormuz,Port Closure (Military),Minor,Product Tanker,China,0.9,69.0,27.2901,55.7401,False,Maritime Blockade Threats
EVT-00304,2025-04-09,Persian Gulf – Bay of Bengal,Military Blockade Enforcement,Minor,Aframax,Greece,15.2,16.0,25.4035,78.0692,False,Maritime Blockade Threats
EVT-00305,2025-04-09,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Moderate,VLCC,Liberia,27.8,491.0,13.2599,43.4235,False,Maritime Blockade Threats
EVT-00306,2025-04-09,Persian Gulf – Sea of Japan,Missile Attack on Tanker,Moderate,VLCC,Bahamas,25.7,220.0,32.8232,79.2696,True,Maritime Blockade Threats
EVT-00307,2025-04-09,Persian Gulf – Bay of Bengal,Drone Strike Near Vessel,Moderate,Bulk Carrier,Liberia,25.9,36.0,23.4516,97.3809,False,Maritime Blockade Threats
EVT-00308,2025-04-10,Strait of Hormuz,Unexploded Ordnance Discovery,Severe,LPG Carrier,Singapore,24.1,622.0,26.4881,57.1608,True,Maritime Blockade Threats
EVT-00309,2025-04-10,Strait of Hormuz,Piracy / Armed Boarding,Moderate,Container Ship,Japan,19.3,18.0,26.2009,55.8933,False,Maritime Blockade Threats
EVT-00310,2025-04-10,Suez Canal,Piracy / Armed Boarding,Moderate,VLCC,Liberia,4.3,128.0,29.9992,32.7231,False,Maritime Blockade Threats
EVT-00311,2025-04-11,Strait of Hormuz,Missile Attack on Tanker,Moderate,LNG Carrier,Panama,74.6,20.0,26.7633,56.4971,True,Maritime Blockade Threats
EVT-00312,2025-04-12,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Minor,Aframax,Panama,11.9,2.0,12.6235,43.2296,False,Maritime Blockade Threats
EVT-00313,2025-04-12,Strait of Malacca,Port Closure (Military),Minor,Aframax,China,4.7,12.0,2.5443,101.0804,False,Maritime Blockade Threats
EVT-00314,2025-04-12,Persian Gulf – East China Sea,Military Blockade Enforcement,Severe,LPG Carrier,Liberia,60.4,641.0,17.6549,113.5075,True,Maritime Blockade Threats
EVT-00315,2025-04-12,Suez Canal,Naval Mine Detonation,Severe,LNG Carrier,Japan,12.3,787.0,31.0251,31.6591,True,Maritime Blockade Threats
EVT-00316,2025-04-13,Bab el-Mandeb / Red Sea,Unexploded Ordnance Discovery,Moderate,LNG Carrier,Malta,4.2,82.0,12.6638,43.9345,False,Maritime Blockade Threats
EVT-00317,2025-04-13,Cape of Good Hope (reroute),Naval Mine Detonation,Critical,Aframax,Marshall Islands,485.7,1470.0,-34.558,18.4534,True,Maritime Blockade Threats
EVT-00318,2025-04-14,Persian Gulf – Sea of Japan,Coalition Naval Escort Delay,Severe,Product Tanker,Singapore,16.7,79.0,11.2787,104.7182,True,Maritime Blockade Threats
EVT-00319,2025-04-14,Bab el-Mandeb / Red Sea,Coalition Naval Escort Delay,Severe,Bulk Carrier,Greece,11.0,1346.0,12.8345,43.0918,True,Maritime Blockade Threats
EVT-00320,2025-04-14,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Minor,Container Ship,Hong Kong,1.6,33.0,13.7266,43.8343,False,Maritime Blockade Threats
EVT-00321,2025-04-15,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Moderate,Container Ship,Hong Kong,48.9,198.0,13.2998,42.6279,False,Maritime Blockade Threats
EVT-00322,2025-04-16,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Severe,LPG Carrier,Liberia,127.3,855.0,13.6214,43.0017,True,Maritime Blockade Threats
EVT-00323,2025-04-16,Suez Canal,Coalition Naval Escort Delay,Minor,Bulk Carrier,Hong Kong,5.3,65.0,31.306,32.13,False,Maritime Blockade Threats
EVT-00324,2025-04-16,Suez Canal,Missile Attack on Tanker,Moderate,LPG Carrier,Greece,6.2,12.0,30.0851,32.8316,True,Maritime Blockade Threats
EVT-00325,2025-04-17,Suez Canal,Missile Attack on Tanker,Moderate,Container Ship,Malta,23.1,136.0,29.542,32.3655,True,Maritime Blockade Threats
EVT-00326,2025-04-17,Suez Canal,Insurance No-Go Zone Declaration,Moderate,VLCC,China,43.3,102.0,29.6543,31.735,False,Maritime Blockade Threats
EVT-00327,2025-04-17,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Minor,LNG Carrier,Singapore,28.5,44.0,12.7236,43.7539,False,Maritime Blockade Threats
EVT-00328,2025-04-18,Persian Gulf – Sea of Japan,Maritime Corridor Suspension,Severe,Aframax,Bahamas,124.7,42.0,13.1748,71.6581,True,Maritime Blockade Threats
